,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Characteristics,Latitude,Longitude
451,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
452,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
453,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
454,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
455,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
456,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
457,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
458,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
459,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
460,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
461,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
462,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
463,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
464,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
465,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
466,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
467,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
468,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
469,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
470,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
471,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
472,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
473,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
474,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
475,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
476,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
477,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
478,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
479,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
480,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
481,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
482,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
483,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
484,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
485,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
486,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
487,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
488,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
489,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
490,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
491,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
492,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
493,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
494,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
495,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
496,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
497,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
498,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
499,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
500,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
501,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
502,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
503,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
504,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
505,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
506,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
507,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
508,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
509,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
510,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
511,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
512,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
513,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
514,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
515,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
516,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
517,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
518,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
519,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
520,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
521,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
